Deal id,Deal name,Deal date,Country/Territory,Deal value (£m),Industry,Super sector,Basic sector,Advanced sector,Business description,Vendor,Vendor type,Equity lead,Date established,Region,City,Fund invested from,Number of staff,EBIT (£m),Turnover (£m),Turnover year,Exit status,Firm name,Name,Current Role,Years in Current Role,Degree,Grades
407408,JVD,01/02/2024,France,37.78203599,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products," B-to-B hygiene equipment (hand-dryers, soap dispensers, paper dispensers, ashtrays, etc.) and hotel accessories (mirrors, kettles, hairdryers, safes, trays, alarm clocks, etc.) manufacturer ",Orfite SA,Institutional Investor,"BNP Paribas Développement, zManagement, Bpifrance Investissement SAS, Sodero Gestion",1984,North East France,Pays de la Loire,,120,,29.02,2023,n/a-Currently Held,JVD,Morgan Johnson,CFO,6,MBA,Lower Second Class
407411,Clinica Penas,01/02/2024,Spain,7.99250341,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers," Clinic specialized in aesthetic, plastic and reconstructive medicine and surgery ",,Family/Private,Magnum Capital,,Madrid,Madrid,,,,,2023,n/a-Currently Held,Clinica Penas,Riley Brown,CFO,10,BSc Finance,Lower Second Class
407415,Porcuna & de Benito,01/02/2024,Spain,16.18575699,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers," Clinic specialized in aesthetic, plastic and reconstructive medicine and surgery ",,Family/Private,Magnum Capital,,Madrid,Madrid,,,,,2023,n/a-Currently Held,Porcuna & de Benito,Sam Garcia,CFO,3,MBA,Third Class
407416,Clinica Institute Dr Paloma,01/02/2024,Spain,6.998190393,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers," Clinic specialized in aesthetic, plastic and reconstructive medicine and surgery. ",,Family/Private,Magnum Capital,,North East Spain,Barcelona,,,,,2023,n/a-Currently Held,Clinica Institute Dr Paloma,Jordan Martinez,CFO,8,BSc Finance,First Class
407417,Clinica Redondo Camacho,01/02/2024,Spain,18.42292122,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers," Clinic specialized in aesthetic, plastic and reconstructive medicine and surgery. ",,Family/Private,Magnum Capital,,South of Spain,Cordoba,,,,,2023,n/a-Currently Held,Clinica Redondo Camacho,Morgan Garcia,CFO,8,MBA,Lower Second Class
407438,Elsyca,01/02/2024,Belgium,26.2935101,Technology,Technology,Software & Computer Services,Software, Software company engaged in providing of Digital Twin simulation software ,,Family/Private,Strada Partners,1997,Flanders,Leuven,,30,,5.14,2023,n/a-Currently Held,Elsyca,Sam Martinez,CFO,2,BSc Finance,Third Class
407440,identibase,01/02/2024,United Kingdom,28.81928604,Consumer Services,Retail,General Retailers,Specialised Consumer Services, Pet microchipping and pet owner-focused services company ,Animalcare Group plc,Local Parent,Bridgepoint Group plc,2021,Yorkshire & The Humber,York,,,,,2023,n/a-Currently Held,identibase,Sam Martinez,CFO,6,BSc Finance,Third Class
407449,Schwingshandl,01/02/2024,Austria,74.5433148,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery," Provider of a range of material handling, sorting, lifting, stacking and loading equipment ",,Family/Private,IK Investment Partners,2003,Upper Austria,Linz,IK Small Cap III,90,,,2023,n/a-Currently Held,Schwingshandl,Morgan Davis,CFO,7,BSc Finance,Lower Second Class
407459,Bischoff & Bischoff,01/02/2024,Germany,38.26181644,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment, Leading manufacturers in the field of medical aids ,,Family/Private,Lafayette Mittelstand Capital,1997,South West Germany,Karlsruhe,,60,,23.11,2023,n/a-Currently Held,Bischoff & Bischoff,Casey Rodriguez,CFO,2,MBA,Lower Second Class
407256,IDENTA Ausweissysteme,01/02/2024,Germany,40.15417341,Industrials,Industrial Goods & Services,Support Services,Business Support Services," Provider of chip card solutions in the areas of access control, public transport, automotive and hotels ",,Family/Private,"AG Capital,  VR Equitypartner",,South West Germany,Villingen-Schwenningen,,100,,,2023,n/a-Currently Held,IDENTA Ausweissysteme,Riley Jones,CFO,10,MBA,First Class
407257,Heudra Metaalbewerking,01/02/2024,Netherlands,19.49551323,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery," Specialist in high-quality CNC turning, CNC milling, plasma and oxy-fuel cutting machines ",,Family/Private,Nobel Capital Partners ,,East Holland,Ochten,,35,,,2023,n/a-Currently Held,Heudra Metaalbewerking,Sam Jones,CFO,2,MBA,First Class
407259,Benewmedical,01/02/2024,France,23.69157133,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment, Medical and surgical equipment distributor ,,Family/Private,Axio Capital,,North West France,Brittany,,,,6.4,2023,n/a-Currently Held,Benewmedical,Riley Martinez,CFO,10,BSc Finance,First Class
407261,Morson Group,01/02/2024,United Kingdom,n/d(>500m),Industrials,Industrial Goods & Services,Support Services,Business Support Services, Technical engineering recruitment consultancy ,,Family/Private,Onex Partners,,North West & Merseyside,Manchester,Onex Partners V,1500,,1300,2023,n/a-Currently Held,Morson Group,Quinn Rodriguez,CFO,1,MSc Finance,First Class
407263,Forno d'Asolo SpA / Sammontana SpA,01/02/2024,Italy,938.76,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers," Producer of pastries, baked goods and frozen pastry ",BC Partners LLP,Institutional Investor,Investindustrial,2024,Northern Italy,Treviso,Investindustrial VIII,2500,,853.42,2023,n/a-Currently Held,Forno d'Asolo SpA / Sammontana SpA,Alex Rodriguez,CFO,8,MSc Finance,Third Class
407265,Transaez,01/02/2024,Spain,22.13158224,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking," Logistics operator specializing in the transport, storage and distribution of refrigerated food products ",,Family/Private,Everwood Capital,1989,North West Spain,La Rioja,,152,,16.81,2023,n/a-Currently Held,Transaez,Casey Rodriguez,CFO,1,BSc Finance,First Class
407266,Perspective Financial Group,01/02/2024,United Kingdom,n/d(100-250m),Financials,Financial Services,Financial Services,Asset Managers, Independent financial advisers ,CBPE Capital LLP,Institutional Investor,Charlesbank Capital Partners,2008,North West & Merseyside,Wilmslow,,500,,,2023,n/a-Currently Held,Perspective Financial Group,Riley Smith,CFO,9,BSc Accounting,Third Class
407267,cisbox,01/02/2024,Germany,30.08572404,Technology,Technology,Software & Computer Services,Software, Provider of cloud and AI-based procure-to-pay software ,,Family/Private,Main Capital,2005,North Rhine-Westphalia,Solingen,,140,,,2023,n/a-Currently Held,cisbox,Riley Davis,CFO,6,BSc Finance,Lower Second Class
407274,VIT Group,01/02/2024,France,27.123228,Industrials,Industrial Goods & Services,Support Services,Business Support Services," Specialized in the manufacture and sale of insulating glazing and, more generally, the transformation of all glass products intended for building professionals (artisans and industrialists). ",,Family/Private,"zManagement, Carvest, BPI France, UI Investissement ",1981,Bourgogne-Franche-Comté,Paray-le-Monial,,,,28.16,2023,n/a-Currently Held,VIT Group,Jamie Smith,CFO,7,BSc Finance,Third Class
407281,Maison Bleue,01/02/2024,France,27.27699691,Industrials,Construction & Materials,Construction & Materials,Heavy Construction," Construction firm specialized in the construction and installation of prefabricated concrete parts for industrial and agricultural buildings, as well as for the civil engineering sector ",,Family/Private,"Arkéa Capital Investissement, Ocean Participation, zManagement",2000,North West France,Vendée,,100,,25.6,2023,n/a-Currently Held,Maison Bleue,Riley Williams,CFO,10,BSc Finance,Third Class
407285,Uinsure,01/02/2024,United Kingdom,13.56336644,Technology,Technology,Software & Computer Services,Software, Publisher of cloud-based technology platform that connects financial intermediaries and lenders with a panel of the UK’s leading insurers ,,Family/Private,"LDC, zManagement",2007,North West & Merseyside,Manchester,,,,,2023,n/a-Currently Held,Uinsure,Jamie Smith,CFO,7,BSc Finance,First Class
407286,Chanelle Group,01/02/2024,Ireland,n/d(250-500m),Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals," Generic drugs company engaged in the development, manufacturing and distribution of veterinary pharmaceuticals ",,Family/Private,Exponent Private Equity,1985,Atlantic Ireland,Galway,,700,,,2023,n/a-Currently Held,Chanelle Group,Taylor Martinez,CFO,10,BSc Accounting,First Class
407287,Jagex,01/02/2024,United Kingdom,900,Technology,Technology,Software & Computer Services,Software, Developer of an online role playing game ,Carlyle Group Inc,Institutional Investor,"CVC Capital Partners, Haveli Investments",2001,Eastern,Cambridge,,700,,,2023,n/a-Currently Held,Jagex,Casey Martinez,CFO,3,MBA,Upper Second Class
407301,Bribus,01/02/2024,Netherlands,54.62,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings, Kitchen furniture manufacturer ,Nobia AB,Foreign parent,O2 Capital,1929,East Holland,Dinxperlo,,,7.51,78,2023,n/a-Currently Held,Bribus,Quinn Miller,CFO,2,BSc Finance,First Class
407302,Buderus Guss / Robert Bosch Lollar Guss,01/02/2024,Germany,n/d(100-250m),Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts, Brakes manufacturer ,Robert Bosch GmbH,Local Parent,Aequita,,North Rhine-Westphalia,Giessen,,900,,,2023,n/a-Currently Held,Buderus Guss / Robert Bosch Lollar Guss,Quinn Davis,CFO,9,MBA,Third Class
407309,Plat4mation,01/02/2024,Netherlands,n/d(100-250m),Technology,Technology,Software & Computer Services,Computer Services, Software service company engaged in implementing ServiceNow software for service value chains ,,Family/Private,Keensight Capital (formerly R Capital Management),2013,Central Holland,Utrecht,,450,,,2023,n/a-Currently Held,Plat4mation,Sam Smith,CFO,8,MSc Finance,Lower Second Class
407311,Nestle SA (Baby food activities in France (excluding infant milk)),01/02/2024,France,40.09774081,Consumer Goods,Food & Beverage,Food Producers,Food Products, Baby food brand business ,Nestle SA,Foreign parent,Food & Beverage Private Equity ,,Ile de France,Issy-les-Moulineaux,FNB Europe Fund SLP II,,,,2023,n/a-Currently Held,Nestle SA (Baby food activities in France (excluding infant milk)),Casey Miller,CFO,10,BSc Finance,First Class
407312,ae group,01/02/2024,Germany,87.35755742,Basic Materials,Basic Resources,Industrial Metals & Mining,Aluminium, Manufacturer of diecast aluminium parts and components ,,Family/Private,Deutsche Invest Capital Partners,,Thuringia,Wartburgkreis,,1300,,,2023,n/a-Currently Held,ae group,Riley Jones,CFO,7,BSc Accounting,Lower Second Class
407314,Staffing 360 Solutions (UK) Ltd,01/02/2024,United Kingdom,18.36315088,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Engaged in the provision of permanent and contract recruitment services ,Staffing 360 Solutions Inc,Foreign parent,IPE Ventures Ltd,,London,London,,,,,2023,n/a-Currently Held,Staffing 360 Solutions (UK) Ltd,Jamie Davis,CFO,9,MSc Finance,Upper Second Class
407316,EXTEDO,01/02/2024,Germany,16.09955155,Technology,Technology,Software & Computer Services,Software, Developer and provider of compliance solutions for the pharmaceutical industry ,IABG Industrieanlagen-Betriebsgesellschaft mbH,Local Parent,Bertelsmann Digital Media Investments,2003,Bayern,Ottobrunn,,,,,2023,n/a-Currently Held,EXTEDO,Jordan Williams,CFO,4,MSc Finance,First Class
407321,Bica ApS,01/02/2024,Denmark,22.65281152,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers, Provider of waste sorting containers ,,Family/Private,Esbjerg Brygge Invest,,Central Denmark,Herning,Brygge Partners II,,,,2023,n/a-Currently Held,Bica ApS,Alex Williams,CFO,4,MSc Finance,First Class
407323,My Pie,01/02/2024,France,97.92175625,Consumer Goods,Food & Beverage,Food Producers,Food Products," Producer of hot snacks (pies, ready meals, quiches, pizzas, sandwiches), prepared from fresh ingredients, without additives or preservatives. ",,Family/Private,"Ardian, zManagement",2015,Ile de France,Paris,,,,,2023,n/a-Currently Held,My Pie,Taylor Williams,CFO,1,BSc Accounting,First Class
407327,Eurofeu,01/02/2024,France,21.49759418,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Durable Household Products, Manufacturer of fire extinguishers ,Atalante SAS (CAPZA),Institutional Investor,IK Investment Partners,1972,Maine-et-Loire,Senonches,IK X ,1850,,,2023,n/a-Currently Held,Eurofeu,Alex Jones,CFO,8,BSc Accounting,Upper Second Class
407335,Terrats Medical,01/02/2024,Spain,n/d(100-250m),Health Care,Health Care,Health Care Equipment & Services,Medical Equipment, Manufacturer of implants and dental prostheses ,Miura Partners,Institutional Investor,"zManagement, Avista Capital Partners",1947,North East Spain,Barcelona,,120,,,2023,n/a-Currently Held,Terrats Medical,Dakota Miller,CFO,3,MSc Finance,Upper Second Class
407350,MATCHevent,01/02/2024,France,38.23242886,Industrials,Industrial Goods & Services,Support Services,Business Support Services," Offers audiovisual technical services to the organization for seminars, conventions, conferences, and product launches ",,Family/Private,"zManagement, Dzeta Conseil",,Ile de France,Yvelines,,,,,2023,n/a-Currently Held,MATCHevent,Casey Rodriguez,CFO,7,MSc Finance,Lower Second Class
407353,STAcque,01/02/2024,Italy,45.1692509,Industrials,Industrial Goods & Services,Support Services,Business Support Services," Environmental consulting company that provides analytical management, design, and construction of water treatment plants ",,Family/Private,Xenon Private Equity,1999,Northern Italy,Mantua,,,,,2023,n/a-Currently Held,STAcque,Dakota Martinez,CFO,2,BSc Accounting,Upper Second Class
407354,Winder Power,01/02/2024,United Kingdom,32.04084435,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery," Manufacturer of power transformers, switchgear and power systems ",Enterprise Ventures Ltd,Institutional Investor,"zManagement, Connection Capital",1898,Yorkshire & The Humber,Leeds,,120,,35,2023,n/a-Currently Held,Winder Power,Jamie Miller,CFO,2,MBA,First Class
407368,Agilio Software,01/02/2024,United Kingdom,n/d(100-250m),Technology,Technology,Software & Computer Services,Software, Engaged in developing software for healthcare practices automation ,August Equity LLP,Institutional Investor,"TA Associates, Five Arrows Growth Capital",1978,South West,Devon,,,,,2023,n/a-Currently Held,Agilio Software,Alex Brown,CFO,7,BSc Finance,First Class
407419,Groupe Acceo,01/02/2024,France,89.11754514,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery, Provider of building control and accessibility solutions ,Gewestelijke Investeeringsmaatschappij voor Vlaanderen SA/NV - GIMV,Institutional Investor,Sagard,2003,South East France,Gémenos,,430,,42.67,2024,n/a-Currently Held,Groupe Acceo,Morgan Jones,CFO,6,BSc Accounting,Lower Second Class
407420,Smyk,01/02/2024,Poland,n/d(250-500m),Consumer Services,Retail,General Retailers,Apparel Retailers, Retailer of children’s apparel and toy ,Bridgepoint Group plc,Institutional Investor,"Accession Capital Partners, zManagement, Unknown Investor(s)",1952,Warsaw,Warsaw,Accession Mezzanine Capital V (AMC Capital V),,,417.15,2023,n/a-Currently Held,Smyk,Casey Miller,CFO,3,BSc Accounting,Upper Second Class
407421,Avantea,01/02/2024,Italy,5.61710332,Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology, Company specialist in equine Assisted Reproductive Technology (ART) ,,Family/Private,DeA Capital,2008,Northern Italy,Cremona,Taste of Italy 2,,,8.53,2023,n/a-Currently Held,Avantea,Morgan Miller,CFO,9,MBA,First Class
407422,Temakinho,01/02/2024,Italy,19.70967282,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars, Restaurant chain. ,Cigierre - Compagnia Generale Ristorazione SpA,Local Parent,Mutares AG,2012,Lombardy,Milano,,160,,17.07,2022,n/a-Currently Held,Temakinho,Jamie Garcia,CFO,10,MSc Finance,Upper Second Class
407423,Redshift Consulting,01/02/2024,Portugal,14.21983637,Technology,Technology,Software & Computer Services,Software, Cybersecurity and information technology firm ,,Family/Private,Atena Equity Partners,2010,Lisbon,Lisboa,Atena II,,,10.24,2023,n/a-Currently Held,Redshift Consulting,Sam Martinez,CFO,6,MBA,Third Class
407474,Purflux,01/02/2024,France,319.18,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery," Filtration business unit engaged in developing liquid filtration and air intake systems including valves, sensors, water drain functions, or heating and cooling systems ",Sogefi SpA,Foreign parent,Pacific Avenue Capital Partners LLC,,Ile de France,Paris,,,,490.93,2023,n/a-Currently Held,Purflux,Quinn Jones,CFO,10,MSc Finance,Lower Second Class
407475,Galleon Embedded Computing,01/02/2024,Germany,69.28962198,Technology,Technology,Software & Computer Services,Computer Services, Offers computer systems for the aerospace/defense sector as well as for demanding industrial and research applications ,,Family/Private,Vance Street Capital,2009,Bayern,Munich,,,,,2023,n/a-Currently Held,Galleon Embedded Computing,Jordan Brown,CFO,10,MSc Finance,Third Class
407141,Horizon Parking,01/01/2024,United Kingdom,61.3306167,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Parking management solutions provider ,,Family/Private,Trimountain Partners,2011,Eastern,Chelmsford,,,4.6,40,2023,n/a-Currently Held,Horizon Parking,Dakota Miller,CFO,6,BSc Accounting,First Class
407147,Trak Global Security Solutions (TGSS),01/01/2024,United Kingdom,28.44158122,Technology,Technology,Software & Computer Services,Software," Provides end-to-end vehicle security solutions to the car rental and flexi-lease sectors, combining telematics hardware, software and service components to provide a leading offering to its customers to dramatically improve the success of recovering a vehicle ",Trak Global Group,Local Parent,"Foresight Group, zManagement",2009,North West & Merseyside,Crewe,,25,,,2023,n/a-Currently Held,Trak Global Security Solutions (TGSS),Quinn Miller,CFO,1,MBA,Lower Second Class
407148,Tech Tribes,01/01/2024,Belgium,51.3399697,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Provider of&nbsp;IT staffing and recruitment services ,Bencis Capital Partners,Institutional Investor,NPM Capital,1998,Flanders,Antwerp,,750,,,2023,n/a-Currently Held,Tech Tribes,Alex Smith,CFO,4,BSc Accounting,Upper Second Class
407176,Skins Cosmetics,01/01/2024,Netherlands,30.61554717,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products, Omni-channel retailer and distributor in the luxury niche cosmetics market ,,Family/Private,Vendis Capital,2000,North West Holland,Amstelveen,Vendis Capital III,,,,2023,n/a-Currently Held,Skins Cosmetics,Quinn Rodriguez,CFO,10,MBA,First Class
407177,"Kettydo+, UrbiStat, HIC Mobile",01/01/2024,Italy,42.81600188,Consumer Services,Media,Media,Media Agencies," Provides advertising, social media, web design, digital branding, CRM, content, augmented reality, API design &amp; martech solutions ",,Family/Private,Xenon Private Equity,,Northern Italy,Milan,Xenon Small Cap,,,21.67,2023,n/a-Currently Held,Kettydo+,Morgan Rodriguez,CFO,6,MBA,Third Class
407184,Activate Group,01/01/2024,United Kingdom,35.11720225,Consumer Services,Retail,General Retailers,Specialised Consumer Services, Engaged in providing vehicle repair services ,,Family/Private,"Elysian Capital, zManagement",,Yorkshire & The Humber,Halifax,Elysian Capital III,,,,2023,n/a-Currently Held,Activate Group,Jamie Miller,CFO,6,BSc Accounting,Third Class
